HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	RotThrust 	LSShftFya 	LSShftFza 	LSShftFys 	LSShftFzs 	LSShftTq  	RotPwr    	
(s)	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN-m)    	(kW)      	
12.450000	596.189453	-594.871765	-840.137756	-13.965550	-1029.324585	2657.665283	2879.566151	
12.500000	598.765747	-637.677124	-817.598999	-5.830104	-1036.854126	2649.939453	2875.380264	
12.550000	601.327820	-678.435913	-793.515198	3.842826	-1043.995483	2616.597656	2842.980581	
12.600000	603.738770	-717.155212	-766.639648	14.018491	-1049.691162	2569.582520	2795.164363	
12.650000	605.887756	-753.882629	-735.910950	23.567480	-1053.256226	2524.474121	2748.900397	
12.700000	607.719116	-788.716003	-700.557983	31.409151	-1054.451538	2495.938232	2720.345139	
12.750000	609.234436	-821.786255	-660.177551	36.679897	-1053.480713	2493.459961	2720.113846	
12.800000	610.494751	-853.232483	-614.760010	38.854034	-1050.916626	2518.758789	2750.376223	
12.850000	611.596497	-883.170288	-564.668762	37.820576	-1047.573364	2565.353271	2804.294266	
12.900000	612.643311	-911.651672	-510.569702	33.890614	-1044.337891	2620.627686	2868.199071	
12.950000	613.722229	-938.593323	-453.363129	27.773829	-1041.980713	2669.574219	2925.623777	
13.000000	614.886841	-963.752197	-394.072083	20.464872	-1041.005493	2699.264648	2962.186727	
13.050000	616.127686	-986.729370	-333.771637	13.116092	-1041.569092	2702.442139	2969.601771	
13.100000	617.388306	-1007.006958	-273.486816	6.863893	-1043.460938	2679.658691	2948.148187	
13.150000	618.599060	-1024.010254	-214.089767	2.648384	-1046.147339	2639.050781	2906.565321	
13.200000	619.690430	-1037.188599	-156.218643	1.068001	-1048.886719	2593.721436	2859.251273	
13.250000	620.626892	-1046.083984	-100.216957	2.286723	-1050.871094	2558.099121	2822.247929	
13.300000	621.427124	-1050.407104	-46.105877	6.008866	-1051.401489	2543.818604	2808.641919	
13.350000	622.155945	-1050.098022	6.411318	11.521268	-1050.054565	2556.325439	2824.744230	
13.400000	622.921631	-1045.339600	57.886917	17.831179	-1046.789429	2593.618164	2868.627195	
13.450000	623.830872	-1036.533936	109.046661	23.829884	-1041.981689	2646.825928	2930.690370	
13.500000	624.976257	-1024.228760	160.674911	28.480410	-1036.363770	2702.883301	2996.543433	
13.550000	626.430786	-1009.009766	213.505753	30.963837	-1030.886353	2748.463867	3051.319487	
13.600000	628.216431	-991.423950	268.090271	30.813580	-1026.569092	2773.429932	3083.513160	
13.650000	630.309143	-971.888245	324.706177	27.962467	-1024.313843	2773.687012	3088.234643	
13.700000	632.651917	-950.636780	383.284027	22.741520	-1024.743774	2752.107666	3068.364843	
13.750000	635.181274	-927.685852	443.383636	15.803677	-1028.075928	2717.634521	3033.680478	
13.800000	637.835083	-902.838379	504.235168	7.984001	-1034.072754	2682.371338	2997.673578	
13.850000	640.554138	-875.724854	564.769653	0.187258	-1042.045410	2658.201172	2973.760462	
