HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	NcIMUTVxs 	NcIMUTVys 	NcIMUTVzs 	
(s)	(m/s)     	(m/s)     	(m/s)     	
0.000000	0.000000	-0.000000	0.000000	
0.050000	-0.043326	-0.006899	-0.010745	
0.100000	-0.058783	-0.014759	-0.011603	
0.150000	-0.070900	-0.027672	-0.010349	
0.200000	-0.076200	-0.040957	-0.010100	
0.250000	-0.072406	-0.049810	-0.011511	
0.300000	-0.059122	-0.062128	-0.011993	
0.350000	-0.038454	-0.078863	-0.008902	
0.400000	-0.014876	-0.086680	-0.002863	
0.450000	0.006648	-0.079580	0.002678	
0.500000	0.023418	-0.068252	0.005042	
0.550000	0.036453	-0.063098	0.005074	
0.600000	0.049240	-0.061630	0.005956	
0.650000	0.064799	-0.056704	0.009579	
0.700000	0.083664	-0.049107	0.014710	
0.750000	0.104251	-0.047061	0.018627	
0.800000	0.124539	-0.055599	0.020302	
0.850000	0.143081	-0.070272	0.021378	
0.900000	0.158739	-0.082225	0.023905	
0.950000	0.170152	-0.087141	0.027680	
1.000000	0.176135	-0.086931	0.030349	
1.050000	0.176775	-0.083913	0.030124	
1.100000	0.173840	-0.076616	0.027856	
1.150000	0.169660	-0.062171	0.026032	
1.200000	0.165353	-0.040800	0.025995	
1.250000	0.160108	-0.016268	0.026575	
1.300000	0.152164	0.007299	0.025571	
1.350000	0.140444	0.027844	0.022278	
1.400000	0.125273	0.045138	0.018180	
1.450000	0.107770	0.059524	0.015154	
1.500000	0.088849	0.071291	0.013405	
1.550000	0.068973	0.080494	0.011461	
1.600000	0.048682	0.086840	0.008094	
1.650000	0.028976	0.089977	0.003853	
1.700000	0.010881	0.090271	0.000442	
1.750000	-0.005384	0.088999	-0.001235	
1.800000	-0.020610	0.087272	-0.002064	
1.850000	-0.035786	0.084889	-0.003662	
1.900000	-0.051031	0.080876	-0.006561	
1.950000	-0.065319	0.075260	-0.009688	
2.000000	-0.077248	0.069811	-0.011655	
2.050000	-0.086010	0.066597	-0.012287	
2.100000	-0.091643	0.066020	-0.012662	
2.150000	-0.094555	0.066665	-0.013744	
2.200000	-0.095050	0.066953	-0.015266	
2.250000	-0.093426	0.066437	-0.016118	
2.300000	-0.090395	0.065265	-0.015715	
2.350000	-0.087145	0.062823	-0.014691	
2.400000	-0.084760	0.057521	-0.014172	
2.450000	-0.083500	0.048095	-0.014504	
2.500000	-0.082689	0.034927	-0.014911	
2.550000	-0.081312	0.019922	-0.014415	
2.600000	-0.078725	0.005187	-0.012934	
2.650000	-0.074828	-0.008063	-0.011303	
2.700000	-0.069676	-0.019524	-0.010269	
2.750000	-0.063120	-0.029164	-0.009652	
2.800000	-0.054905	-0.036866	-0.008621	
2.850000	-0.045054	-0.042752	-0.006707	
2.900000	-0.034026	-0.047672	-0.004335	
2.950000	-0.022399	-0.053146	-0.002319	
3.000000	-0.010425	-0.060614	-0.000930	
3.050000	0.002048	-0.070552	0.000360	
3.100000	0.015204	-0.082146	0.002224	
3.150000	0.028847	-0.093766	0.004690	
3.200000	0.042394	-0.103745	0.007118	
3.250000	0.055248	-0.110796	0.008931	
3.300000	0.067122	-0.113932	0.010223	
3.350000	0.077976	-0.112282	0.011573	
3.400000	0.087703	-0.105321	0.013309	
3.450000	0.095960	-0.093390	0.015108	
3.500000	0.102351	-0.077937	0.016352	
3.550000	0.106741	-0.061085	0.016810	
3.600000	0.109328	-0.044800	0.016846	
3.650000	0.110403	-0.030337	0.016969	
3.700000	0.110085	-0.018307	0.017261	
3.750000	0.108314	-0.009022	0.017349	
3.800000	0.105091	-0.002623	0.016893	
3.850000	0.100654	0.001141	0.016006	
3.900000	0.095380	0.003109	0.015126	
3.950000	0.089503	0.004500	0.014503	
4.000000	0.082984	0.006413	0.013931	
4.050000	0.075651	0.009456	0.012994	
4.100000	0.067461	0.013827	0.011546	
4.150000	0.058603	0.019652	0.009855	
4.200000	0.049360	0.027189	0.008277	
4.250000	0.039925	0.036679	0.006858	
4.300000	0.030377	0.048034	0.005329	
4.350000	0.020816	0.060706	0.003468	
4.400000	0.011444	0.073846	0.001399	
4.450000	0.002471	0.086550	-0.000516	
4.500000	-0.006088	0.097943	-0.002058	
4.550000	-0.014471	0.107085	-0.003354	
4.600000	-0.023010	0.112938	-0.004696	
4.650000	-0.031886	0.114567	-0.006192	
4.700000	-0.041005	0.111502	-0.007652	
4.750000	-0.050083	0.103986	-0.008826	
4.800000	-0.058784	0.092918	-0.009684	
4.850000	-0.066763	0.079543	-0.010422	
4.900000	-0.073616	0.065169	-0.011203	
4.950000	-0.078864	0.051020	-0.011945	
5.000000	-0.082071	0.038176	-0.012404	
5.050000	-0.083028	0.027439	-0.012440	
5.100000	-0.081828	0.019093	-0.012169	
5.150000	-0.078775	0.012779	-0.011822	
5.200000	-0.074215	0.007603	-0.011495	
5.250000	-0.068443	0.002485	-0.011071	
5.300000	-0.061737	-0.003468	-0.010389	
5.350000	-0.054414	-0.010760	-0.009440	
5.400000	-0.046801	-0.019491	-0.008380	
5.450000	-0.039134	-0.029407	-0.007340	
5.500000	-0.031493	-0.039923	-0.006282	
5.550000	-0.023854	-0.050179	-0.005061	
5.600000	-0.016197	-0.059214	-0.003608	
5.650000	-0.008576	-0.066242	-0.002027	
5.700000	-0.001074	-0.070890	-0.000495	
5.750000	0.006285	-0.073275	0.000910	
5.800000	0.013558	-0.073890	0.002263	
5.850000	0.020832	-0.073401	0.003665	
5.900000	0.028152	-0.072475	0.005101	
5.950000	0.035521	-0.071691	0.006451	
6.000000	0.042944	-0.071450	0.007627	
6.050000	0.050459	-0.071891	0.008677	
6.100000	0.058070	-0.072806	0.009729	
6.150000	0.065665	-0.073652	0.010847	
6.200000	0.072974	-0.073684	0.011953	
6.250000	0.079632	-0.072167	0.012904	
6.300000	0.085283	-0.068531	0.013624	
6.350000	0.089653	-0.062426	0.014143	
6.400000	0.092559	-0.053705	0.014514	
6.450000	0.093891	-0.042427	0.014723	
6.500000	0.093635	-0.028884	0.014692	
6.550000	0.091896	-0.013625	0.014382	
6.600000	0.088899	0.002602	0.013856	
6.650000	0.084921	0.018956	0.013238	
6.700000	0.080192	0.034603	0.012605	
6.750000	0.074846	0.048759	0.011932	
6.800000	0.068944	0.060694	0.011147	
6.850000	0.062529	0.069782	0.010229	
6.900000	0.055666	0.075609	0.009229	
6.950000	0.048438	0.078090	0.008215	
7.000000	0.040936	0.077515	0.007195	
7.050000	0.033274	0.074525	0.006126	
7.100000	0.025622	0.070019	0.004980	
7.150000	0.018208	0.065030	0.003795	
7.200000	0.011277	0.060596	0.002647	
7.250000	0.005022	0.057607	0.001585	
7.300000	-0.000462	0.056630	0.000595	
7.350000	-0.005174	0.057777	-0.000359	
7.400000	-0.009180	0.060650	-0.001271	
7.450000	-0.012589	0.064408	-0.002091	
7.500000	-0.015551	0.067932	-0.002773	
7.550000	-0.018237	0.070035	-0.003324	
7.600000	-0.020798	0.069660	-0.003792	
7.650000	-0.023301	0.066040	-0.004209	
7.700000	-0.025698	0.058820	-0.004550	
7.750000	-0.027844	0.048135	-0.004757	
7.800000	-0.029546	0.034596	-0.004793	
7.850000	-0.030608	0.019173	-0.004673	
7.900000	-0.030855	0.003008	-0.004438	
7.950000	-0.030142	-0.012798	-0.004104	
8.000000	-0.028362	-0.027333	-0.003654	
8.050000	-0.025471	-0.039978	-0.003073	
8.100000	-0.021496	-0.050440	-0.002381	
8.150000	-0.016518	-0.058746	-0.001625	
8.200000	-0.010641	-0.065178	-0.000837	
8.250000	-0.003979	-0.070161	-0.000004	
8.300000	0.003332	-0.074125	0.000904	
8.350000	0.011102	-0.077398	0.001895	
8.400000	0.019078	-0.080144	0.002933	
8.450000	0.026961	-0.082364	0.003967	
8.500000	0.034445	-0.083940	0.004969	
8.550000	0.041252	-0.084682	0.005935	
8.600000	0.047150	-0.084383	0.006864	
8.650000	0.051977	-0.082851	0.007730	
8.700000	0.055667	-0.079958	0.008487	
8.750000	0.058266	-0.075673	0.009107	
8.800000	0.059931	-0.070075	0.009594	
8.850000	0.060887	-0.063346	0.009974	
8.900000	0.061378	-0.055731	0.010266	
8.950000	0.061612	-0.047514	0.010469	
9.000000	0.061742	-0.039000	0.010575	
9.050000	0.061844	-0.030492	0.010592	
9.100000	0.061912	-0.022262	0.010541	
9.150000	0.061855	-0.014503	0.010432	
9.200000	0.061511	-0.007287	0.010248	
9.250000	0.060684	-0.000554	0.009957	
9.300000	0.059192	0.005877	0.009535	
9.350000	0.056906	0.012287	0.008985	
9.400000	0.053764	0.019022	0.008326	
9.450000	0.049772	0.026439	0.007574	
9.500000	0.044991	0.034823	0.006735	
9.550000	0.039528	0.044296	0.005812	
9.600000	0.033520	0.054736	0.004826	
9.650000	0.027112	0.065747	0.003805	
9.700000	0.020438	0.076677	0.002779	
9.750000	0.013609	0.086691	0.001756	
9.800000	0.006718	0.094877	0.000736	
9.850000	-0.000140	0.100384	-0.000277	
9.900000	-0.006850	0.102557	-0.001265	
9.950000	-0.013283	0.101057	-0.002200	
10.000000	-0.019296	0.095939	-0.003064	
10.050000	-0.024754	0.087655	-0.003852	
10.100000	-0.029528	0.076994	-0.004562	
10.150000	-0.033517	0.064953	-0.005185	
10.200000	-0.036650	0.052590	-0.005707	
10.250000	-0.038903	0.040869	-0.006116	
10.300000	-0.040295	0.030531	-0.006416	
10.350000	-0.040885	0.021995	-0.006618	
10.400000	-0.040747	0.015321	-0.006732	
10.450000	-0.039961	0.010232	-0.006758	
10.500000	-0.038606	0.006191	-0.006692	
10.550000	-0.036760	0.002519	-0.006529	
10.600000	-0.034501	-0.001473	-0.006275	
10.650000	-0.031903	-0.006360	-0.005935	
10.700000	-0.029031	-0.012523	-0.005508	
10.750000	-0.025943	-0.020090	-0.004990	
10.800000	-0.022691	-0.028931	-0.004385	
10.850000	-0.019316	-0.038688	-0.003707	
10.900000	-0.015843	-0.048842	-0.002980	
10.950000	-0.012273	-0.058790	-0.002224	
11.000000	-0.008578	-0.067929	-0.001453	
11.050000	-0.004708	-0.075722	-0.000672	
11.100000	-0.000600	-0.081752	0.000111	
11.150000	0.003803	-0.085748	0.000890	
11.200000	0.008538	-0.087608	0.001656	
11.250000	0.013601	-0.087378	0.002408	
11.300000	0.018936	-0.085247	0.003147	
11.350000	0.024422	-0.081499	0.003871	
11.400000	0.029875	-0.076467	0.004569	
11.450000	0.035065	-0.070483	0.005221	
11.500000	0.039749	-0.063837	0.005806	
11.550000	0.043699	-0.056734	0.006310	
11.600000	0.046739	-0.049279	0.006725	
11.650000	0.048761	-0.041479	0.007044	
11.700000	0.049737	-0.033262	0.007258	
11.750000	0.049719	-0.024522	0.007364	
11.800000	0.048831	-0.015178	0.007368	
11.850000	0.047239	-0.005221	0.007284	
11.900000	0.045133	0.005244	0.007127	
11.950000	0.042689	0.015977	0.006906	
12.000000	0.040059	0.026620	0.006627	
12.050000	0.037360	0.036731	0.006294	
12.100000	0.034671	0.045842	0.005916	
12.150000	0.032037	0.053540	0.005503	
12.200000	0.029472	0.059536	0.005063	
12.250000	0.026965	0.063724	0.004602	
12.300000	0.024498	0.066208	0.004124	
12.350000	0.022049	0.067291	0.003639	
12.400000	0.019602	0.067424	0.003158	
12.450000	0.017147	0.067121	0.002690	
12.500000	0.014679	0.066860	0.002238	
12.550000	0.012203	0.066989	0.001806	
12.600000	0.009737	0.067650	0.001396	
12.650000	0.007310	0.068741	0.001017	
12.700000	0.004964	0.069926	0.000674	
12.750000	0.002753	0.070687	0.000375	
12.800000	0.000738	0.070412	0.000122	
12.850000	-0.001007	0.068498	-0.000078	
12.900000	-0.002407	0.064455	-0.000219	
12.950000	-0.003387	0.057992	-0.000290	
13.000000	-0.003880	0.049072	-0.000284	
13.050000	-0.003837	0.037926	-0.000198	
13.100000	-0.003230	0.025027	-0.000031	
13.150000	-0.002051	0.011030	0.000214	
13.200000	-0.000308	-0.003314	0.000534	
13.250000	0.001977	-0.017250	0.000926	
13.300000	0.004771	-0.030113	0.001380	
13.350000	0.008032	-0.041397	0.001886	
13.400000	0.011714	-0.050794	0.002433	
