HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.ControL @CopyRight 赵子祯
Time	HSSBrTqC  	YawMomCom 	
(s)	(kN-m)    	(kN-m)    	
26.700000	0.000000	434441.164910	
26.750000	0.000000	429809.419197	
26.800000	0.000000	423063.976214	
26.850000	0.000000	414061.140657	
26.900000	0.000000	402890.765664	
26.950000	0.000000	389899.296832	
27.000000	0.000000	375749.397602	
27.050000	0.000000	361336.550810	
27.100000	0.000000	347695.244793	
27.150000	0.000000	335841.964567	
27.200000	0.000000	326634.412577	
27.250000	0.000000	320652.780172	
27.300000	0.000000	317989.876239	
27.350000	0.000000	318364.229641	
27.400000	0.000000	321027.327587	
27.450000	0.000000	324926.211693	
27.500000	0.000000	328810.470288	
27.550000	0.000000	331388.665337	
27.600000	0.000000	331611.460706	
27.650000	0.000000	328768.058042	
27.700000	0.000000	322504.185374	
27.750000	0.000000	313089.448289	
27.800000	0.000000	301191.775308	
27.850000	0.000000	287846.771310	
27.900000	0.000000	274326.748485	
27.950000	0.000000	261990.049184	
28.000000	0.000000	252018.432306	
28.050000	0.000000	245356.803188	
28.100000	0.000000	242485.090157	
28.150000	0.000000	243477.404016	
28.200000	0.000000	247992.577862	
28.250000	0.000000	255253.352808	
28.300000	0.000000	264315.661464	
28.350000	0.000000	274128.185279	
28.400000	0.000000	283669.557684	
28.450000	0.000000	292144.852691	
28.500000	0.000000	299001.567981	
28.550000	0.000000	303985.964959	
28.600000	0.000000	307114.814246	
28.650000	0.000000	308615.052278	
28.700000	0.000000	308911.581637	
28.750000	0.000000	308445.383504	
28.800000	0.000000	307594.606766	
28.850000	0.000000	306644.886705	
28.900000	0.000000	305744.774579	
28.950000	0.000000	304922.606359	
29.000000	0.000000	304055.569442	
29.050000	0.000000	303026.193093	
29.100000	0.000000	301735.378441	
29.150000	0.000000	300234.692084	
29.200000	0.000000	298654.976423	
29.250000	0.000000	297284.091427	
29.300000	0.000000	296533.722991	
29.350000	0.000000	296850.404467	
29.400000	0.000000	298649.840361	
29.450000	0.000000	302169.102290	
29.500000	0.000000	307464.455001	
29.550000	0.000000	314300.876991	
29.600000	0.000000	322208.722446	
29.650000	0.000000	330452.185744	
29.700000	0.000000	338146.098156	
29.750000	0.000000	344393.992269	
29.800000	0.000000	348376.828469	
29.850000	0.000000	349487.825949	
29.900000	0.000000	347471.162102	
29.950000	0.000000	342422.718799	
30.000000	0.000000	334869.260852	
30.050000	0.000000	325613.676172	
30.100000	0.000000	315699.220548	
30.150000	0.000000	306277.533280	
30.200000	0.000000	298466.326825	
30.250000	0.000000	293163.166767	
30.300000	0.000000	290927.770613	
30.350000	0.000000	291972.483208	
30.400000	0.000000	296083.269699	
30.450000	0.000000	302760.730140	
30.500000	0.000000	311208.758062	
30.550000	0.000000	320532.386820	
30.600000	0.000000	329836.804100	
30.650000	0.000000	338350.114944	
30.700000	0.000000	345509.125765	
30.750000	0.000000	351056.939943	
30.800000	0.000000	354969.607749	
30.850000	0.000000	357485.826502	
30.900000	0.000000	358999.121754	
30.950000	0.000000	360000.427661	
31.000000	0.000000	360967.991359	
31.050000	0.000000	362272.010228	
31.100000	0.000000	364160.379174	
31.150000	0.000000	366697.445192	
31.200000	0.000000	369805.468855	
31.250000	0.000000	373279.885878	
31.300000	0.000000	376912.891523	
31.350000	0.000000	380452.378912	
31.400000	0.000000	383745.853785	
31.450000	0.000000	386713.524194	
31.500000	0.000000	389372.623331	
31.550000	0.000000	391809.488934	
31.600000	0.000000	394173.159368	
31.650000	0.000000	396571.196808	
31.700000	0.000000	399016.301625	
31.750000	0.000000	401427.230557	
31.800000	0.000000	403586.418857	
31.850000	0.000000	405159.551735	
31.900000	0.000000	405702.419327	
31.950000	0.000000	404695.791338	
32.000000	0.000000	401742.576030	
32.050000	0.000000	396533.104014	
32.100000	0.000000	388953.188094	
32.150000	0.000000	379139.020516	
32.200000	0.000000	367559.724933	
32.250000	0.000000	354798.532132	
32.300000	0.000000	341618.742044	
32.350000	0.000000	328930.813347	
32.400000	0.000000	317492.073735	
32.450000	0.000000	307979.609093	
32.500000	0.000000	300823.448586	
32.550000	0.000000	296214.657289	
32.600000	0.000000	294003.823446	
32.650000	0.000000	293817.336810	
32.700000	0.000000	295054.029622	
32.750000	0.000000	296978.217896	
32.800000	0.000000	298817.112101	
32.850000	0.000000	299888.320219	
32.900000	0.000000	299710.212022	
32.950000	0.000000	298004.373377	
33.000000	0.000000	294727.983349	
33.050000	0.000000	290118.674304	
33.100000	0.000000	284536.486326	
33.150000	0.000000	278525.870245	
33.200000	0.000000	272653.983982	
33.250000	0.000000	267414.193649	
33.300000	0.000000	263233.161873	
33.350000	0.000000	260397.433834	
33.400000	0.000000	258999.349614	
33.450000	0.000000	258983.286618	
33.500000	0.000000	260186.985973	
33.550000	0.000000	262372.797475	
33.600000	0.000000	265290.045215	
33.650000	0.000000	268748.338367	
33.700000	0.000000	272595.232931	
33.750000	0.000000	276716.757059	
33.800000	0.000000	281081.705037	
33.850000	0.000000	285755.132118	
33.900000	0.000000	290748.092320	
33.950000	0.000000	296025.545003	
34.000000	0.000000	301539.721367	
34.050000	0.000000	307151.070313	
34.100000	0.000000	312645.042306	
34.150000	0.000000	317743.319517	
34.200000	0.000000	322171.681214	
34.250000	0.000000	325706.047202	
34.300000	0.000000	328161.007253	
34.350000	0.000000	329465.563623	
34.400000	0.000000	329718.048295	
34.450000	0.000000	329140.291040	
34.500000	0.000000	328052.825582	
34.550000	0.000000	326887.463166	
34.600000	0.000000	326059.574637	
34.650000	0.000000	325936.711107	
34.700000	0.000000	326773.012563	
34.750000	0.000000	328645.634557	
34.800000	0.000000	331483.924158	
34.850000	0.000000	335005.691567	
34.900000	0.000000	338759.338506	
34.950000	0.000000	342175.193236	
35.000000	0.000000	344758.585321	
35.050000	0.000000	345962.253360	
35.100000	0.000000	345443.367940	
35.150000	0.000000	343083.583384	
35.200000	0.000000	338850.088497	
35.250000	0.000000	333006.661512	
35.300000	0.000000	326008.723225	
35.350000	0.000000	318417.778268	
35.400000	0.000000	310846.112352	
35.450000	0.000000	303904.461347	
35.500000	0.000000	298092.680760	
35.550000	0.000000	293797.370858	
35.600000	0.000000	291210.134051	
35.650000	0.000000	290348.358494	
35.700000	0.000000	291061.356597	
35.750000	0.000000	293100.867686	
35.800000	0.000000	296136.586531	
35.850000	0.000000	299840.384073	
35.900000	0.000000	303895.519190	
35.950000	0.000000	308115.595194	
36.000000	0.000000	312318.091092	
36.050000	0.000000	316453.688502	
36.100000	0.000000	320502.592088	
36.150000	0.000000	324487.639304	
36.200000	0.000000	328405.380428	
36.250000	0.000000	332247.125822	
36.300000	0.000000	335963.835572	
36.350000	0.000000	339451.616491	
36.400000	0.000000	342571.482679	
36.450000	0.000000	345158.011311	
36.500000	0.000000	347093.796812	
36.550000	0.000000	348295.756736	
36.600000	0.000000	348730.367811	
