HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.ControL @CopyRight 赵子祯
Time	BlPitchC  B_0	BlPitchC  B_2	GenTq     	GenPwr    	
(s)	(deg)     	(deg)     	(kN-m)    	(kW)      	
29.050000	1.721027	1.721027	43.093543	5173.764319	
29.100000	1.721095	1.721095	43.093543	5172.316531	
29.150000	1.720832	1.720832	43.093543	5170.862343	
29.200000	1.720261	1.720261	43.093543	5169.411751	
29.250000	1.719411	1.719411	43.093543	5167.972251	
29.300000	1.718304	1.718304	43.093543	5166.550451	
29.350000	1.716963	1.716963	43.093543	5165.152798	
29.400000	1.715412	1.715412	43.093543	5163.787178	
29.450000	1.713675	1.713675	43.093543	5162.463058	
29.500000	1.711774	1.711774	43.093543	5161.190903	
29.550000	1.709736	1.709736	43.093543	5159.982101	
29.600000	1.707594	1.707594	43.093543	5158.848736	
29.650000	1.705385	1.705385	43.093543	5157.802281	
29.700000	1.703152	1.703152	43.093543	5156.852292	
29.750000	1.700942	1.700942	43.093543	5156.005022	
29.800000	1.698800	1.698800	43.093543	5155.262436	
29.850000	1.696770	1.696770	43.093543	5154.621881	
29.900000	1.694892	1.694892	43.093543	5154.077378	
29.950000	1.693194	1.693194	43.093543	5153.621064	
30.000000	1.691705	1.691705	43.093543	5153.244372	
30.050000	1.690436	1.690436	43.093543	5152.937875	
30.100000	1.689396	1.689396	43.093543	5152.692958	
30.150000	1.688589	1.688589	43.093543	5152.503109	
30.200000	1.688014	1.688014	43.093543	5152.363732	
30.250000	1.687671	1.687671	43.093543	5152.271681	
30.300000	1.687564	1.687564	43.093543	5152.224683	
30.350000	1.687693	1.687693	43.093543	5152.219401	
30.400000	1.688062	1.688062	43.093543	5152.251201	
30.450000	1.688673	1.688673	43.093543	5152.313889	
30.500000	1.689522	1.689522	43.093543	5152.398496	
30.550000	1.690604	1.690604	43.093543	5152.494381	
30.600000	1.691909	1.691909	43.093543	5152.589159	
30.650000	1.693418	1.693418	43.093543	5152.668875	
30.700000	1.695106	1.695106	43.093543	5152.719228	
30.750000	1.696948	1.696948	43.093543	5152.726693	
30.800000	1.698905	1.698905	43.093543	5152.678461	
30.850000	1.700946	1.700946	43.093543	5152.563214	
30.900000	1.703030	1.703030	43.093543	5152.371423	
30.950000	1.705119	1.705119	43.093543	5152.095590	
31.000000	1.707172	1.707172	43.093543	5151.730383	
31.050000	1.709149	1.709149	43.093543	5151.272107	
31.100000	1.711016	1.711016	43.093543	5150.719491	
31.150000	1.712736	1.712736	43.093543	5150.073220	
31.200000	1.714279	1.714279	43.093543	5149.335678	
31.250000	1.715614	1.715614	43.093543	5148.509656	
31.300000	1.716715	1.716715	43.093543	5147.599149	
31.350000	1.717559	1.717559	43.093543	5146.608784	
31.400000	1.718133	1.718133	43.093543	5145.543650	
31.450000	1.718421	1.718421	43.093543	5144.409540	
31.500000	1.718414	1.718414	43.093543	5143.211157	
31.550000	1.718106	1.718106	43.093543	5141.953164	
31.600000	1.717489	1.717489	43.093543	5140.641386	
31.650000	1.716561	1.716561	43.093543	5139.283666	
31.700000	1.715318	1.715318	43.093543	5137.888705	
31.750000	1.713765	1.713765	43.093543	5136.465975	
31.800000	1.711906	1.711906	43.093543	5135.026865	
31.850000	1.709749	1.709749	43.093543	5133.584440	
31.900000	1.707313	1.707313	43.093543	5132.152454	
31.950000	1.704616	1.704616	43.093543	5130.743515	
32.000000	1.701689	1.701689	43.093543	5129.369496	
32.050000	1.698560	1.698560	43.093543	5128.040971	
32.100000	1.695266	1.695266	43.093543	5126.766417	
32.150000	1.691843	1.691843	43.093543	5125.551396	
32.200000	1.688326	1.688326	43.093543	5124.399752	
32.250000	1.684746	1.684746	43.093543	5123.315386	
32.300000	1.681135	1.681135	43.093543	5122.301572	
32.350000	1.677521	1.677521	43.093543	5121.360830	
32.400000	1.673930	1.673930	43.093543	5120.496300	
32.450000	1.670388	1.670388	43.093543	5119.712723	
32.500000	1.666922	1.666922	43.093543	5119.015923	
32.550000	1.663562	1.663562	43.093543	5118.411194	
32.600000	1.660337	1.660337	43.093543	5117.902445	
32.650000	1.657279	1.657279	43.093543	5117.492058	
32.700000	1.654422	1.654422	43.093543	5117.179837	
32.750000	1.651797	1.651797	43.093543	5116.962726	
32.800000	1.649429	1.649429	43.093543	5116.834641	
32.850000	1.647344	1.647344	43.093543	5116.786173	
