HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	YawBrFxn  	YawBrFyn  	YawBrFzn  	YawBrFxp  	YawBrFyp  	YawBrMxn  	YawBrMyn  	YawBrMzn  	YawBrMxp  	YawBrMyp  	
(s)	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	
5.950000	191.157791	6.306232	-3436.792969	191.157333	6.319963	2048.104492	-1552.703979	619.331848	2048.216064	-1552.556885	
6.000000	190.832138	-0.169060	-3422.515869	190.832153	-0.154635	2258.074707	-1501.160278	670.088013	2258.188232	-1500.989624	
6.050000	190.793472	-7.533405	-3409.583252	190.794067	-7.518515	2399.246582	-1447.649414	708.977905	2399.359131	-1447.462158	
6.100000	191.044647	-16.101404	-3399.638428	191.045914	-16.086397	2438.730469	-1401.240723	729.462402	2438.840576	-1401.049194	
6.150000	191.820923	-25.820189	-3393.812744	191.822891	-25.805521	2372.727295	-1366.454468	724.631958	2372.831787	-1366.272949	
6.200000	193.428223	-36.177094	-3392.598145	193.430786	-36.163315	2226.588867	-1343.951782	688.402771	2226.684814	-1343.793213	
6.250000	195.948425	-46.300728	-3395.822998	195.951324	-46.288464	2046.186157	-1333.275269	617.660583	2046.269531	-1333.147217	
6.300000	199.157089	-55.220779	-3402.732666	199.159897	-55.210670	1884.899780	-1334.657104	513.789978	1884.967529	-1334.561523	
6.350000	202.754578	-62.176125	-3412.107910	202.756836	-62.168720	1788.373901	-1348.184937	383.168335	1788.422974	-1348.119629	
6.400000	206.628998	-66.796753	-3422.468994	206.630402	-66.792412	1782.254028	-1372.517578	236.303055	1782.282837	-1372.480103	
6.450000	210.885101	-69.128632	-3432.322021	210.885498	-69.127426	1865.450562	-1404.778687	86.287453	1865.458618	-1404.767944	
6.500000	215.615112	-69.554985	-3440.389893	215.614563	-69.556671	2011.065796	-1442.310059	-52.355347	2011.054565	-1442.325684	
6.550000	220.683640	-68.684090	-3445.794434	220.682388	-68.688110	2175.028076	-1483.862549	-165.657257	2175.000977	-1483.902100	
6.600000	225.771332	-67.219582	-3448.128906	225.769699	-67.225121	2309.106201	-1528.554565	-242.506439	2309.068848	-1528.611206	
6.650000	230.616013	-65.774925	-3447.464355	230.614288	-65.780991	2375.516113	-1574.558228	-276.761963	2375.474609	-1574.620728	
6.700000	235.168747	-64.691635	-3444.273682	235.167206	-64.697243	2356.830811	-1617.921143	-268.574585	2356.791992	-1617.977295	
6.750000	239.473679	-63.925385	-3439.328369	239.472534	-63.929695	2259.643799	-1653.308960	-224.207153	2259.614014	-1653.349731	
6.800000	243.476105	-63.058643	-3433.569336	243.475464	-63.061108	2112.070801	-1676.212402	-155.067551	2112.053711	-1676.233765	
6.850000	246.949432	-61.469696	-3427.969238	246.949310	-61.470161	1954.900391	-1684.233154	-75.556908	1954.897217	-1684.236816	
6.900000	249.683990	-58.543968	-3423.368408	249.684280	-58.542694	1830.008179	-1676.414917	-1.078698	1830.016724	-1676.405518	
6.950000	251.647003	-53.884113	-3420.337402	251.647491	-53.881748	1768.190918	-1651.347534	53.998997	1768.206421	-1651.330933	
7.000000	253.005615	-47.391548	-3419.082520	253.006104	-47.389000	1781.004517	-1607.863892	78.552071	1781.020630	-1607.845947	
7.050000	253.952652	-39.287083	-3419.445312	253.952911	-39.285389	1857.841553	-1546.194946	66.504517	1857.851929	-1546.182617	
7.100000	254.554382	-30.071819	-3420.967285	254.554367	-30.071970	1969.512085	-1469.111694	17.574121	1969.511230	-1469.112793	
7.150000	254.787384	-20.419468	-3422.996094	254.787155	-20.422276	2077.470215	-1381.805176	-63.175980	2077.455078	-1381.828125	
7.200000	254.682922	-11.027835	-3424.834473	254.682663	-11.033833	2145.362061	-1290.245728	-167.139404	2145.331787	-1290.296265	
7.250000	254.418457	-2.437217	-3425.897217	254.418381	-2.446643	2148.985107	-1200.475830	-284.273438	2148.940674	-1200.555420	
7.300000	254.218338	5.107911	-3425.834473	254.218597	5.095096	2082.836670	-1118.170776	-404.698792	2082.780273	-1118.275757	
7.350000	254.197800	11.703714	-3424.596924	254.198517	11.687761	1961.016968	-1049.249023	-519.835999	1960.951172	-1049.372070	
7.400000	254.314346	17.725307	-3422.454834	254.315659	17.706625	1812.780151	-999.663757	-623.205017	1812.706787	-999.796936	
7.450000	254.491699	23.656260	-3419.916748	254.493637	23.635357	1674.022583	-973.773010	-710.522278	1673.942627	-973.910522	
7.500000	254.715347	29.911953	-3417.625000	254.717987	29.889385	1577.198975	-972.708862	-779.480774	1577.112793	-972.848572	
7.550000	255.051208	36.717522	-3416.238770	255.054611	36.693848	1542.204468	-994.236816	-829.443115	1542.112183	-994.379944	
7.600000	255.530243	44.051563	-3416.304688	255.534409	44.027317	1571.421387	-1033.442261	-860.730225	1571.323364	-1033.591431	
7.650000	256.059845	51.624672	-3418.155518	256.064728	51.600361	1649.317383	-1083.939087	-874.304749	1649.214600	-1084.095581	
7.700000	256.445587	58.939011	-3421.816895	256.451080	58.915092	1747.337524	-1138.039307	-871.422607	1747.231323	-1138.202271	
7.750000	256.510681	65.395241	-3426.965088	256.516571	65.372101	1833.144043	-1186.867310	-854.200439	1833.036865	-1187.032715	
7.800000	256.189392	70.437126	-3432.952881	256.195496	70.415047	1879.422729	-1221.039795	-825.583740	1879.317505	-1221.201660	
7.850000	255.466980	73.687561	-3438.891113	255.473007	73.666672	1871.744263	-1231.908203	-789.336365	1871.643433	-1232.061157	
7.900000	254.307907	75.036583	-3443.798828	254.313736	75.016861	1811.986816	-1213.689697	-750.069763	1811.892822	-1213.830200	
7.950000	252.627701	74.637756	-3446.782227	252.633224	74.619026	1717.472290	-1164.750977	-712.594299	1717.385986	-1164.878174	
8.000000	250.383743	72.825241	-3447.179688	250.388977	72.807220	1615.661499	-1087.306274	-681.473022	1615.583130	-1087.422607	
8.050000	247.669235	69.992676	-3444.692383	247.674240	69.974976	1535.928101	-986.572754	-660.811890	1535.857544	-986.682495	
8.100000	244.718597	66.489151	-3439.453369	244.723434	66.471344	1501.023926	-870.003662	-653.765137	1500.960693	-870.112854	
8.150000	241.809052	62.551243	-3432.023926	241.813766	62.532932	1520.997314	-746.687988	-661.805298	1520.940796	-746.803162	
8.200000	239.185074	58.251793	-3423.342773	239.189743	58.232632	1590.988403	-626.847290	-685.039734	1590.938110	-626.974731	
8.250000	237.008972	53.488144	-3414.598877	237.013535	53.467899	1691.765381	-520.260742	-720.860779	1691.720947	-520.405273	
8.300000	235.425217	48.048271	-3407.037842	235.429581	48.026836	1796.513916	-434.742493	-765.246582	1796.474365	-434.906067	
8.350000	234.607239	41.722851	-3401.765137	234.611267	41.700241	1878.770386	-374.994843	-813.442627	1878.734131	-375.175903	
8.400000	234.674576	34.399990	-3399.585449	234.678055	34.376316	1919.405640	-342.361298	-860.403870	1919.371094	-342.554901	
8.450000	235.630646	26.129025	-3400.900635	235.633377	26.104475	1911.795898	-335.453796	-901.833740	1911.760864	-335.652985	
8.500000	237.361923	17.128696	-3405.633301	237.363754	17.103512	1863.628174	-350.465393	-934.486450	1863.591064	-350.663116	
8.550000	239.666000	7.762898	-3413.248047	239.666824	7.737356	1793.577637	-381.618774	-955.986877	1793.536865	-381.809937	
8.600000	242.347549	-1.536750	-3422.801758	242.347382	-1.562368	1726.203735	-421.133118	-965.166382	1726.159302	-421.315582	
8.650000	245.266312	-10.363544	-3433.074219	245.265244	-10.388965	1684.717896	-460.093719	-961.881348	1684.670166	-460.268341	
8.700000	248.281219	-18.443342	-3442.732910	248.279358	-18.468298	1684.619385	-489.715820	-945.875671	1684.570190	-489.885132	
8.750000	251.227081	-25.696424	-3450.522705	251.224594	-25.720638	1729.527222	-503.000824	-916.888489	1729.478760	-503.167511	
8.800000	253.937286	-32.233200	-3455.439209	253.934357	-32.256374	1810.599365	-495.186768	-874.479675	1810.554077	-495.352020	
8.850000	256.309509	-38.290764	-3456.870361	256.306274	-38.312592	1909.253540	-464.157501	-818.523926	1909.213989	-464.320099	
8.900000	258.350067	-44.142246	-3454.677734	258.346619	-44.162453	2002.715210	-410.169037	-750.270386	2002.682983	-410.325653	
8.950000	260.128937	-50.008152	-3449.219482	260.125427	-50.026512	2070.249268	-335.836731	-672.193420	2070.225586	-335.982849	
9.000000	261.739746	-55.976772	-3441.287109	261.736206	-55.993187	2098.937744	-245.824936	-588.924377	2098.922363	-245.956589	
9.050000	263.253448	-61.957851	-3431.987061	263.250031	-61.972378	2087.267090	-146.347824	-506.490875	2087.258789	-146.463013	
9.100000	264.739868	-67.675674	-3422.592773	264.736572	-67.688545	2044.089111	-44.248196	-431.683655	2044.086914	-44.347557	
9.150000	266.305756	-72.731155	-3414.340576	266.302582	-72.742767	1986.410522	54.371170	-371.201080	1986.412842	54.284599	
9.200000	268.082123	-76.687424	-3408.270996	268.078979	-76.698296	1933.974243	144.307419	-330.494904	1933.980103	144.229034	
9.250000	270.178070	-79.179070	-3405.094727	270.174927	-79.189781	1903.671875	221.618378	-312.586517	1903.680664	221.542908	
9.300000	272.634277	-79.994514	-3405.120605	272.631012	-80.005630	1904.754761	283.589630	-317.412476	1904.766235	283.511963	
