Time	 FAIRTEN1	 FAIRTEN2	 ANCHTEN1	 CON2PX	 CON2PY	 CON2FZ	 
(s)	 (N)     	 (N)     	 (N)     	 (m)     	 (m)     	 (N)     	 
403.4	 735072	 989717	 554938	 -426.94	 739.47	 -15782.1	 
403.383	 721732	 1.01135e+006	 554978	 -426.94	 739.47	 -15782.1	 
403.417	 735739	 991109	 555059	 -426.94	 739.47	 -15782.1	 
403.45	 735167	 989885	 555173	 -426.94	 739.47	 -15782.1	 
403.433	 722064	 1.01101e+006	 555208	 -426.94	 739.47	 -15782.1	 
403.467	 735999	 991194	 555277	 -426.94	 739.47	 -15782.1	 
403.5	 735192	 990108	 555368	 -426.94	 739.47	 -15782.1	 
403.483	 722342	 1.01072e+006	 555396	 -426.94	 739.47	 -15782.1	 
403.517	 736214	 991311	 555449	 -426.94	 739.47	 -15782.1	 
403.55	 735187	 990342	 555519	 -426.94	 739.47	 -15782.1	 
403.533	 722548	 1.01045e+006	 555540	 -426.94	 739.47	 -15782.1	 
403.567	 736400	 991388	 555581	 -426.94	 739.47	 -15782.1	 
403.6	 735134	 990523	 555635	 -426.94	 739.47	 -15782.1	 
403.583	 722723	 1.0102e+006	 555652	 -426.94	 739.47	 -15782.1	 
403.617	 736496	 991426	 555684	 -426.94	 739.47	 -15782.1	 
403.65	 734950	 990708	 555725	 -426.94	 739.47	 -15782.1	 
403.633	 722842	 1.00986e+006	 555737	 -426.94	 739.47	 -15782.1	 
403.667	 736400	 991491	 555762	 -426.94	 739.47	 -15782.1	 
403.7	 734580	 990952	 555790	 -426.94	 739.47	 -15782.1	 
403.683	 722887	 1.00947e+006	 555797	 -426.94	 739.47	 -15782.1	 
403.717	 736100	 991660	 555808	 -426.94	 739.47	 -15782.1	 
403.75	 734037	 991290	 555809	 -426.94	 739.47	 -15782.1	 
403.733	 722883	 1.00913e+006	 555803	 -426.94	 739.47	 -15782.1	 
403.767	 735660	 991921	 555782	 -426.94	 739.47	 -15782.1	 
403.8	 733397	 991685	 555716	 -426.94	 739.47	 -15782.1	 
403.783	 722843	 1.0089e+006	 555684	 -426.94	 739.47	 -15782.1	 
403.817	 735178	 992232	 555604	 -426.94	 739.47	 -15782.1	 
403.85	 732754	 992160	 555441	 -426.94	 739.47	 -15782.1	 
403.833	 722836	 1.00875e+006	 555377	 -426.94	 739.47	 -15782.1	 
403.867	 734724	 992616	 555235	 -426.94	 739.47	 -15782.1	 
403.9	 732121	 992745	 554993	 -426.94	 739.47	 -15782.1	 
403.883	 722874	 1.00863e+006	 554907	 -426.94	 739.47	 -15782.1	 
403.917	 734267	 993127	 554731	 -426.94	 739.47	 -15782.1	 
403.95	 731422	 993401	 554463	 -426.94	 739.47	 -15782.1	 
403.933	 722911	 1.0085e+006	 554375	 -426.94	 739.47	 -15782.1	 
403.967	 733691	 993690	 554204	 -426.94	 739.47	 -15782.1	 
404	 730604	 994095	 553962	 -426.94	 739.47	 -15782.1	 
403.983	 722880	 1.0084e+006	 553886	 -426.94	 739.47	 -15782.1	 
404.017	 732978	 994304	 553743	 -426.94	 739.47	 -15782.1	 
404.05	 729657	 994849	 553548	 -426.94	 739.47	 -15782.1	 
404.033	 722740	 1.00832e+006	 553488	 -426.94	 739.47	 -15782.1	 
404.067	 732158	 994948	 553375	 -426.94	 739.47	 -15782.1	 
404.1	 728667	 995586	 553212	 -426.94	 739.47	 -15782.1	 
404.083	 722528	 1.00828e+006	 553158	 -426.94	 739.47	 -15782.1	 
404.117	 731327	 995547	 553050	 -426.94	 739.47	 -15782.1	 
404.15	 727707	 996279	 552877	 -426.94	 739.47	 -15782.1	 
404.133	 722322	 1.00822e+006	 552817	 -426.94	 739.47	 -15782.2	 
404.167	 730537	 996102	 552693	 -426.94	 739.47	 -15782.2	 
404.2	 726803	 996957	 552496	 -426.94	 739.47	 -15782.2	 
404.183	 722225	 1.0082e+006	 552430	 -426.94	 739.47	 -15782.2	 
404.217	 729817	 996703	 552297	 -426.94	 739.47	 -15782.2	 
404.25	 726016	 997703	 552100	 -426.94	 739.47	 -15782.2	 
404.233	 722239	 1.00823e+006	 552035	 -426.94	 739.47	 -15782.2	 
404.267	 729209	 997404	 551910	 -426.94	 739.47	 -15782.2	 
404.3	 725374	 998519	 551726	 -426.94	 739.47	 -15782.2	 
404.283	 722372	 1.00833e+006	 551667	 -426.94	 739.47	 -15782.2	 
404.317	 728747	 998156	 551552	 -426.94	 739.47	 -15782.2	 
404.35	 724901	 999345	 551389	 -426.94	 739.47	 -15782.2	 
404.333	 722574	 1.00846e+006	 551339	 -426.94	 739.47	 -15782.2	 
404.367	 728438	 998901	 551246	 -426.94	 739.47	 -15782.2	 
404.4	 724568	 1.00015e+006	 551130	 -426.94	 739.47	 -15782.2	 
404.383	 722850	 1.00857e+006	 551100	 -426.94	 739.47	 -15782.2	 
404.417	 728266	 999620	 551053	 -426.94	 739.47	 -15782.3	 
404.45	 724364	 1.0009e+006	 551025	 -426.94	 739.47	 -15782.3	 
404.433	 723159	 1.0086e+006	 551029	 -426.94	 739.47	 -15782.3	 
404.467	 728182	 1.00026e+006	 551056	 -426.94	 739.47	 -15782.3	 
404.5	 724230	 1.00153e+006	 551148	 -426.94	 739.47	 -15782.3	 
404.483	 723522	 1.00856e+006	 551192	 -426.94	 739.47	 -15782.3	 
404.517	 728126	 1.00079e+006	 551300	 -426.94	 739.47	 -15782.3	 
404.55	 724152	 1.00207e+006	 551504	 -426.94	 739.47	 -15782.3	 
404.533	 723912	 1.00844e+006	 551583	 -426.94	 739.47	 -15782.3	 
404.567	 728104	 1.00128e+006	 551753	 -426.94	 739.47	 -15782.3	 
404.6	 724160	 1.00259e+006	 552034	 -426.94	 739.47	 -15782.3	 
404.583	 724396	 1.00832e+006	 552133	 -426.94	 739.47	 -15782.3	 
404.617	 728195	 1.00178e+006	 552335	 -426.94	 739.47	 -15782.3	 
404.65	 724331	 1.00308e+006	 552644	 -426.94	 739.47	 -15782.3	 
404.633	 724974	 1.00817e+006	 552749	 -426.94	 739.47	 -15782.3	 
404.667	 728473	 1.00221e+006	 552956	 -426.94	 739.47	 -15782.3	 
