HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.HydroL @CopyRight 赵子祯
Time	SpnSpaFxi SparN_0	SpnSpaFxi SparN_1	SpnSpaFxi SparN_2	SpnSpaFxi SparN_3	SpnSpaFyi SparN_0	SpnSpaFyi SparN_1	SpnSpaFyi SparN_2	SpnSpaFyi SparN_3	SpnSpaFzi SparN_0	SpnSpaFzi SparN_1	SpnSpaFzi SparN_2	SpnSpaFzi SparN_3	SpnSpaMxi SparN_0	SpnSpaMxi SparN_1	SpnSpaMxi SparN_2	SpnSpaMxi SparN_3	SpnSpaMyi SparN_0	SpnSpaMyi SparN_1	SpnSpaMyi SparN_2	SpnSpaMyi SparN_3	SpnSpaMzi SparN_0	SpnSpaMzi SparN_1	SpnSpaMzi SparN_2	SpnSpaMzi SparN_3	
(s)	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	
28.450000	0.000000	-129.546602	-129.136617	-128.751711	0.000000	-0.121453	-0.115728	-0.112331	0.000000	0.000000	0.000000	0.000000	0.000000	-12.526704	-12.482857	-12.475884	0.000000	-12290.358000	-12287.449000	-12286.692000	0.000000	0.000000	0.000000	0.000000	
28.500000	0.000000	-129.716695	-129.308594	-128.924867	0.000000	-0.112214	-0.106519	-0.103162	0.000000	0.000000	0.000000	0.000000	0.000000	-11.634440	-11.590778	-11.583883	0.000000	-12305.472000	-12302.577000	-12301.823000	0.000000	0.000000	0.000000	0.000000	
28.550000	0.000000	-129.883289	-129.474719	-129.090539	0.000000	-0.103240	-0.097981	-0.094882	0.000000	0.000000	0.000000	0.000000	0.000000	-10.706812	-10.666497	-10.660133	0.000000	-12321.257000	-12318.361000	-12317.607000	0.000000	0.000000	0.000000	0.000000	
28.600000	0.000000	-130.043125	-129.630250	-129.242984	0.000000	-0.093384	-0.089022	-0.086432	0.000000	0.000000	0.000000	0.000000	0.000000	-9.625626	-9.592223	-9.586906	0.000000	-12338.014000	-12335.087000	-12334.326000	0.000000	0.000000	0.000000	0.000000	
28.650000	0.000000	-130.203516	-129.783523	-129.391250	0.000000	-0.084669	-0.081376	-0.079385	0.000000	0.000000	0.000000	0.000000	0.000000	-8.627208	-8.602048	-8.597970	0.000000	-12355.990000	-12353.010000	-12352.237000	0.000000	0.000000	0.000000	0.000000	
28.700000	0.000000	-130.362125	-129.936180	-129.539703	0.000000	-0.077678	-0.075413	-0.074002	0.000000	0.000000	0.000000	0.000000	0.000000	-7.796418	-7.779198	-7.776314	0.000000	-12373.276000	-12370.250000	-12369.469000	0.000000	0.000000	0.000000	0.000000	
28.750000	0.000000	-130.515789	-130.087781	-129.689781	0.000000	-0.072502	-0.071149	-0.070257	0.000000	0.000000	0.000000	0.000000	0.000000	-7.148603	-7.138404	-7.136592	0.000000	-12388.504000	-12385.462000	-12384.678000	0.000000	0.000000	0.000000	0.000000	
28.800000	0.000000	-130.663617	-130.236367	-129.838766	0.000000	-0.068642	-0.068040	-0.067591	0.000000	0.000000	0.000000	0.000000	0.000000	-6.629783	-6.625331	-6.624430	0.000000	-12402.014000	-12398.979000	-12398.196000	0.000000	0.000000	0.000000	0.000000	
28.850000	0.000000	-130.805109	-130.379641	-129.983117	0.000000	-0.065741	-0.065630	-0.065505	0.000000	0.000000	0.000000	0.000000	0.000000	-6.188694	-6.187938	-6.187694	0.000000	-12414.536000	-12411.513000	-12410.732000	0.000000	0.000000	0.000000	0.000000	
28.900000	0.000000	-130.945555	-130.520875	-130.124797	0.000000	-0.064964	-0.065001	-0.065001	0.000000	0.000000	0.000000	0.000000	0.000000	-5.885038	-5.885397	-5.885398	0.000000	-12427.344000	-12424.331000	-12423.551000	0.000000	0.000000	0.000000	0.000000	
28.950000	0.000000	-131.089031	-130.664836	-130.268961	0.000000	-0.067774	-0.068284	-0.068421	0.000000	0.000000	0.000000	0.000000	0.000000	-5.809274	-5.813535	-5.813843	0.000000	-12440.568000	-12437.557000	-12436.777000	0.000000	0.000000	0.000000	0.000000	
29.000000	0.000000	-131.235516	-130.813891	-130.419680	0.000000	-0.074822	-0.076389	-0.076945	0.000000	0.000000	0.000000	0.000000	0.000000	-6.010816	-6.023593	-6.024797	0.000000	-12453.210000	-12450.218000	-12449.442000	0.000000	0.000000	0.000000	0.000000	
29.050000	0.000000	-131.381250	-130.963852	-130.572398	0.000000	-0.085453	-0.088661	-0.089913	0.000000	0.000000	0.000000	0.000000	0.000000	-6.424443	-6.450341	-6.453026	0.000000	-12465.090000	-12462.131000	-12461.359000	0.000000	0.000000	0.000000	0.000000	
29.100000	0.000000	-131.522859	-131.109531	-130.720766	0.000000	-0.098818	-0.104226	-0.106439	0.000000	0.000000	0.000000	0.000000	0.000000	-6.977030	-7.020451	-7.025172	0.000000	-12476.623000	-12473.693000	-12472.928000	0.000000	0.000000	0.000000	0.000000	
29.150000	0.000000	-131.651000	-131.243562	-130.858727	0.000000	-0.113350	-0.121406	-0.124798	0.000000	0.000000	0.000000	0.000000	0.000000	-7.558778	-7.623253	-7.630466	0.000000	-12486.133000	-12483.248000	-12482.493000	0.000000	0.000000	0.000000	0.000000	
29.200000	0.000000	-131.765844	-131.367906	-130.989586	0.000000	-0.128448	-0.139307	-0.143960	0.000000	0.000000	0.000000	0.000000	0.000000	-8.180621	-8.267365	-8.277239	0.000000	-12492.787000	-12489.972000	-12489.228000	0.000000	0.000000	0.000000	0.000000	
29.250000	0.000000	-131.866156	-131.480516	-131.110609	0.000000	-0.142839	-0.156444	-0.162338	0.000000	0.000000	0.000000	0.000000	0.000000	-8.774993	-8.883528	-8.896022	0.000000	-12496.835000	-12494.113000	-12493.387000	0.000000	0.000000	0.000000	0.000000	
29.300000	0.000000	-131.962453	-131.589422	-131.228219	0.000000	-0.157508	-0.173746	-0.180832	0.000000	0.000000	0.000000	0.000000	0.000000	-9.425459	-9.554895	-9.569904	0.000000	-12500.260000	-12497.630000	-12496.921000	0.000000	0.000000	0.000000	0.000000	
29.350000	0.000000	-132.049031	-131.686828	-131.333172	0.000000	-0.171159	-0.190122	-0.198449	0.000000	0.000000	0.000000	0.000000	0.000000	-9.983410	-10.134450	-10.152078	0.000000	-12503.446000	-12500.897000	-12500.203000	0.000000	0.000000	0.000000	0.000000	
29.400000	0.000000	-132.127391	-131.773469	-131.425547	0.000000	-0.183127	-0.204727	-0.214265	0.000000	0.000000	0.000000	0.000000	0.000000	-10.430883	-10.602821	-10.622999	0.000000	-12506.979000	-12504.491000	-12503.809000	0.000000	0.000000	0.000000	0.000000	
29.450000	0.000000	-132.192516	-131.845453	-131.502313	0.000000	-0.191499	-0.215305	-0.225864	0.000000	0.000000	0.000000	0.000000	0.000000	-10.681053	-10.870447	-10.892773	0.000000	-12509.863000	-12507.426000	-12506.754000	0.000000	0.000000	0.000000	0.000000	
29.500000	0.000000	-132.250672	-131.908328	-131.568484	0.000000	-0.196867	-0.222213	-0.233489	0.000000	0.000000	0.000000	0.000000	0.000000	-10.821103	-11.022686	-11.046520	0.000000	-12513.086000	-12510.686000	-12510.019000	0.000000	0.000000	0.000000	0.000000	
29.550000	0.000000	-132.309500	-131.970188	-131.632453	0.000000	-0.201571	-0.227939	-0.239685	0.000000	0.000000	0.000000	0.000000	0.000000	-11.004890	-11.214558	-11.239382	0.000000	-12517.155000	-12514.777000	-12514.115000	0.000000	0.000000	0.000000	0.000000	
29.600000	0.000000	-132.360875	-132.025422	-131.690375	0.000000	-0.205470	-0.232507	-0.244557	0.000000	0.000000	0.000000	0.000000	0.000000	-11.189162	-11.404142	-11.429606	0.000000	-12520.116000	-12517.765000	-12517.110000	0.000000	0.000000	0.000000	0.000000	
29.650000	0.000000	-132.403437	-132.075703	-131.746125	0.000000	-0.207880	-0.234828	-0.246823	0.000000	0.000000	0.000000	0.000000	0.000000	-11.393367	-11.607670	-11.633021	0.000000	-12520.367000	-12518.074000	-12517.429000	0.000000	0.000000	0.000000	0.000000	
29.700000	0.000000	-132.437563	-132.121234	-131.799797	0.000000	-0.208134	-0.234015	-0.245494	0.000000	0.000000	0.000000	0.000000	0.000000	-11.607729	-11.813626	-11.837898	0.000000	-12517.996000	-12515.787000	-12515.159000	0.000000	0.000000	0.000000	0.000000	
29.750000	0.000000	-132.467703	-132.162922	-131.849797	0.000000	-0.207287	-0.231483	-0.242157	0.000000	0.000000	0.000000	0.000000	0.000000	-11.854996	-12.047619	-12.070202	0.000000	-12515.025000	-12512.903000	-12512.292000	0.000000	0.000000	0.000000	0.000000	
29.800000	0.000000	-132.475547	-132.180188	-131.873875	0.000000	-0.202884	-0.225403	-0.235294	0.000000	0.000000	0.000000	0.000000	0.000000	-11.825915	-12.005275	-12.026212	0.000000	-12510.948000	-12508.895000	-12508.298000	0.000000	0.000000	0.000000	0.000000	
29.850000	0.000000	-132.459359	-132.172516	-131.872406	0.000000	-0.194471	-0.215205	-0.224279	0.000000	0.000000	0.000000	0.000000	0.000000	-11.501688	-11.666896	-11.686110	0.000000	-12505.015000	-12503.026000	-12502.441000	0.000000	0.000000	0.000000	0.000000	
29.900000	0.000000	-132.418234	-132.141969	-131.849625	0.000000	-0.181693	-0.200241	-0.208328	0.000000	0.000000	0.000000	0.000000	0.000000	-10.909500	-11.057361	-11.074491	0.000000	-12495.567000	-12493.653000	-12493.083000	0.000000	0.000000	0.000000	0.000000	
29.950000	0.000000	-132.364094	-132.100000	-131.816656	0.000000	-0.166788	-0.182731	-0.189641	0.000000	0.000000	0.000000	0.000000	0.000000	-10.234314	-10.361504	-10.376152	0.000000	-12483.918000	-12482.096000	-12481.544000	0.000000	0.000000	0.000000	0.000000	
30.000000	0.000000	-132.298922	-132.046594	-131.772016	0.000000	-0.151196	-0.164612	-0.170387	0.000000	0.000000	0.000000	0.000000	0.000000	-9.494071	-9.601182	-9.613430	0.000000	-12471.286000	-12469.549000	-12469.016000	0.000000	0.000000	0.000000	0.000000	
30.050000	0.000000	-132.223703	-131.980031	-131.711984	0.000000	-0.135608	-0.146884	-0.151708	0.000000	0.000000	0.000000	0.000000	0.000000	-8.677296	-8.767392	-8.777632	0.000000	-12459.324000	-12457.652000	-12457.132000	0.000000	0.000000	0.000000	0.000000	
30.100000	0.000000	-132.139141	-131.901406	-131.637922	0.000000	-0.120241	-0.129695	-0.133717	0.000000	0.000000	0.000000	0.000000	0.000000	-7.813399	-7.888980	-7.897523	0.000000	-12447.980000	-12446.348000	-12445.836000	0.000000	0.000000	0.000000	0.000000	
30.150000	0.000000	-132.055016	-131.822266	-131.562609	0.000000	-0.106686	-0.114511	-0.117816	0.000000	0.000000	0.000000	0.000000	0.000000	-7.059091	-7.121691	-7.128717	0.000000	-12437.201000	-12435.608000	-12435.103000	0.000000	0.000000	0.000000	0.000000	
30.200000	0.000000	-131.967219	-131.739953	-131.484516	0.000000	-0.094928	-0.101436	-0.104166	0.000000	0.000000	0.000000	0.000000	0.000000	-6.385406	-6.437515	-6.443323	0.000000	-12425.752000	-12424.199000	-12423.704000	0.000000	0.000000	0.000000	0.000000	
30.250000	0.000000	-131.884734	-131.662813	-131.411484	0.000000	-0.086201	-0.091726	-0.094027	0.000000	0.000000	0.000000	0.000000	0.000000	-5.888843	-5.933119	-5.938019	0.000000	-12414.848000	-12413.332000	-12412.845000	0.000000	0.000000	0.000000	0.000000	
30.300000	0.000000	-131.797141	-131.579688	-131.331813	0.000000	-0.078854	-0.083715	-0.085731	0.000000	0.000000	0.000000	0.000000	0.000000	-5.433328	-5.472297	-5.476591	0.000000	-12403.952000	-12402.468000	-12401.989000	0.000000	0.000000	0.000000	0.000000	
30.350000	0.000000	-131.713984	-131.501172	-131.256906	0.000000	-0.073786	-0.078159	-0.079965	0.000000	0.000000	0.000000	0.000000	0.000000	-5.126542	-5.161623	-5.165471	0.000000	-12393.318000	-12391.871000	-12391.399000	0.000000	0.000000	0.000000	0.000000	
30.400000	0.000000	-131.643078	-131.435203	-131.194828	0.000000	-0.072019	-0.076129	-0.077820	0.000000	0.000000	0.000000	0.000000	0.000000	-5.042642	-5.075630	-5.079233	0.000000	-12383.584000	-12382.172000	-12381.708000	0.000000	0.000000	0.000000	0.000000	
30.450000	0.000000	-131.581813	-131.379859	-131.144109	0.000000	-0.073494	-0.077661	-0.079374	0.000000	0.000000	0.000000	0.000000	0.000000	-5.152665	-5.186112	-5.189763	0.000000	-12374.095000	-12372.726000	-12372.272000	0.000000	0.000000	0.000000	0.000000	
30.500000	0.000000	-131.516859	-131.321469	-131.090875	0.000000	-0.076532	-0.081031	-0.082887	0.000000	0.000000	0.000000	0.000000	0.000000	-5.326329	-5.362424	-5.366380	0.000000	-12363.778000	-12362.455000	-12362.008000	0.000000	0.000000	0.000000	0.000000	
30.550000	0.000000	-131.443406	-131.255516	-131.030867	0.000000	-0.079983	-0.084922	-0.086971	0.000000	0.000000	0.000000	0.000000	0.000000	-5.508912	-5.548511	-5.552875	0.000000	-12351.953000	-12350.686000	-12350.253000	0.000000	0.000000	0.000000	0.000000	
30.600000	0.000000	-131.351875	-131.173250	-130.955969	0.000000	-0.082817	-0.088344	-0.090656	0.000000	0.000000	0.000000	0.000000	0.000000	-5.605872	-5.650144	-5.655064	0.000000	-12337.100000	-12335.903000	-12335.484000	0.000000	0.000000	0.000000	0.000000	
30.650000	0.000000	-131.245203	-131.077016	-130.868180	0.000000	-0.085680	-0.092083	-0.094793	0.000000	0.000000	0.000000	0.000000	0.000000	-5.642108	-5.693328	-5.699087	0.000000	-12319.790000	-12318.666000	-12318.265000	0.000000	0.000000	0.000000	0.000000	
30.700000	0.000000	-131.117594	-130.959906	-130.759648	0.000000	-0.088034	-0.095729	-0.099035	0.000000	0.000000	0.000000	0.000000	0.000000	-5.552877	-5.614316	-5.621333	0.000000	-12300.216000	-12299.168000	-12298.783000	0.000000	0.000000	0.000000	0.000000	
30.750000	0.000000	-130.982195	-130.834148	-130.641914	0.000000	-0.091166	-0.100511	-0.104587	0.000000	0.000000	0.000000	0.000000	0.000000	-5.466058	-5.540556	-5.549190	0.000000	-12280.249000	-12279.270000	-12278.901000	0.000000	0.000000	0.000000	0.000000	
30.800000	0.000000	-130.846969	-130.708148	-130.523695	0.000000	-0.096195	-0.107645	-0.112705	0.000000	0.000000	0.000000	0.000000	0.000000	-5.459667	-5.550803	-5.561506	0.000000	-12260.363000	-12259.449000	-12259.097000	0.000000	0.000000	0.000000	0.000000	
30.850000	0.000000	-130.717523	-130.587281	-130.410195	0.000000	-0.104251	-0.118432	-0.124769	0.000000	0.000000	0.000000	0.000000	0.000000	-5.595091	-5.707806	-5.721194	0.000000	-12241.225000	-12240.373000	-12240.035000	0.000000	0.000000	0.000000	0.000000	
30.900000	0.000000	-130.602836	-130.480594	-130.310430	0.000000	-0.116416	-0.133988	-0.141909	0.000000	0.000000	0.000000	0.000000	0.000000	-5.950664	-6.090195	-6.106915	0.000000	-12223.715000	-12222.922000	-12222.598000	0.000000	0.000000	0.000000	0.000000	
30.950000	0.000000	-130.484383	-130.369500	-130.205805	0.000000	-0.130834	-0.152537	-0.162395	0.000000	0.000000	0.000000	0.000000	0.000000	-6.371840	-6.544013	-6.564804	0.000000	-12206.144000	-12205.400000	-12205.088000	0.000000	0.000000	0.000000	0.000000	
31.000000	0.000000	-130.363406	-130.255602	-130.098242	0.000000	-0.147085	-0.173448	-0.185499	0.000000	0.000000	0.000000	0.000000	0.000000	-6.863231	-7.072222	-7.097620	0.000000	-12188.333000	-12187.639000	-12187.341000	0.000000	0.000000	0.000000	0.000000	
31.050000	0.000000	-130.223602	-130.122695	-129.971633	0.000000	-0.163551	-0.195182	-0.209730	0.000000	0.000000	0.000000	0.000000	0.000000	-7.298342	-7.548899	-7.579542	0.000000	-12168.673000	-12168.026000	-12167.741000	0.000000	0.000000	0.000000	0.000000	
31.100000	0.000000	-130.061758	-129.968008	-129.823578	0.000000	-0.179699	-0.217113	-0.234426	0.000000	0.000000	0.000000	0.000000	0.000000	-7.661628	-7.957777	-7.994220	0.000000	-12146.429000	-12145.833000	-12145.561000	0.000000	0.000000	0.000000	0.000000	
31.150000	0.000000	-129.889219	-129.802664	-129.665023	0.000000	-0.195782	-0.239120	-0.259277	0.000000	0.000000	0.000000	0.000000	0.000000	-8.026518	-8.369342	-8.411748	0.000000	-12122.806000	-12122.259000	-12122.000000	0.000000	0.000000	0.000000	0.000000	
31.200000	0.000000	-129.704430	-129.625102	-129.494500	0.000000	-0.211179	-0.260418	-0.283424	0.000000	0.000000	0.000000	0.000000	0.000000	-8.370677	-8.759977	-8.808353	0.000000	-12097.531000	-12097.036000	-12096.790000	0.000000	0.000000	0.000000	0.000000	
31.250000	0.000000	-129.515664	-129.443336	-129.319664	0.000000	-0.226670	-0.281725	-0.307540	0.000000	0.000000	0.000000	0.000000	0.000000	-8.750691	-9.185770	-9.240034	0.000000	-12071.772000	-12071.325000	-12071.093000	0.000000	0.000000	0.000000	0.000000	
31.300000	0.000000	-129.321273	-129.255578	-129.138695	0.000000	-0.242703	-0.303688	-0.332373	0.000000	0.000000	0.000000	0.000000	0.000000	-9.167313	-9.649078	-9.709354	0.000000	-12045.372000	-12044.969000	-12044.752000	0.000000	0.000000	0.000000	0.000000	
31.350000	0.000000	-129.122406	-129.063805	-128.954414	0.000000	-0.258546	-0.325316	-0.356800	0.000000	0.000000	0.000000	0.000000	0.000000	-9.593866	-10.121158	-10.187301	0.000000	-12017.330000	-12016.973000	-12016.770000	0.000000	0.000000	0.000000	0.000000	
31.400000	0.000000	-128.916992	-128.867078	-128.767289	0.000000	-0.271563	-0.343266	-0.377147	0.000000	0.000000	0.000000	0.000000	0.000000	-9.930396	-10.496511	-10.567672	0.000000	-11985.363000	-11985.065000	-11984.879000	0.000000	0.000000	0.000000	0.000000	
31.450000	0.000000	-128.703047	-128.662656	-128.574000	0.000000	-0.280156	-0.355581	-0.391286	0.000000	0.000000	0.000000	0.000000	0.000000	-10.110667	-10.706037	-10.781014	0.000000	-11949.504000	-11949.269000	-11949.108000	0.000000	0.000000	0.000000	0.000000	
31.500000	0.000000	-128.459461	-128.427516	-128.349477	0.000000	-0.284124	-0.362749	-0.400063	0.000000	0.000000	0.000000	0.000000	0.000000	-10.058315	-10.678738	-10.757074	0.000000	-11910.504000	-11910.321000	-11910.180000	0.000000	0.000000	0.000000	0.000000	
31.550000	0.000000	-128.188555	-128.162836	-128.093133	0.000000	-0.284693	-0.366229	-0.405049	0.000000	0.000000	0.000000	0.000000	0.000000	-9.823665	-10.466812	-10.548281	0.000000	-11871.625000	-11871.483000	-11871.357000	0.000000	0.000000	0.000000	0.000000	
31.600000	0.000000	-127.895219	-127.873648	-127.809688	0.000000	-0.281673	-0.365503	-0.405554	0.000000	0.000000	0.000000	0.000000	0.000000	-9.420194	-10.081146	-10.165170	0.000000	-11834.482000	-11834.368000	-11834.254000	0.000000	0.000000	0.000000	0.000000	
31.650000	0.000000	-127.596664	-127.578125	-127.518523	0.000000	-0.274840	-0.359673	-0.400334	0.000000	0.000000	0.000000	0.000000	0.000000	-8.893518	-9.562106	-9.647379	0.000000	-11798.984000	-11798.888000	-11798.782000	0.000000	0.000000	0.000000	0.000000	
31.700000	0.000000	-127.309828	-127.293961	-127.238250	0.000000	-0.265793	-0.350272	-0.390866	0.000000	0.000000	0.000000	0.000000	0.000000	-8.352123	-9.017718	-9.102826	0.000000	-11765.156000	-11765.080000	-11764.981000	0.000000	0.000000	0.000000	0.000000	
31.750000	0.000000	-127.046477	-127.033273	-126.981500	0.000000	-0.256918	-0.340111	-0.380150	0.000000	0.000000	0.000000	0.000000	0.000000	-7.912314	-8.567648	-8.651579	0.000000	-11733.074000	-11733.012000	-11732.922000	0.000000	0.000000	0.000000	0.000000	
31.800000	0.000000	-126.806516	-126.796242	-126.748789	0.000000	-0.248725	-0.329939	-0.369051	0.000000	0.000000	0.000000	0.000000	0.000000	-7.588218	-8.227902	-8.309886	0.000000	-11701.943000	-11701.903000	-11701.820000	0.000000	0.000000	0.000000	0.000000	
31.850000	0.000000	-126.582102	-126.574625	-126.531305	0.000000	-0.240136	-0.318514	-0.356260	0.000000	0.000000	0.000000	0.000000	0.000000	-7.329422	-7.946780	-8.025901	0.000000	-11672.190000	-11672.169000	-11672.093000	0.000000	0.000000	0.000000	0.000000	
31.900000	0.000000	-126.362875	-126.357859	-126.318141	0.000000	-0.231041	-0.306044	-0.342149	0.000000	0.000000	0.000000	0.000000	0.000000	-7.095218	-7.686025	-7.761708	0.000000	-11643.717000	-11643.713000	-11643.644000	0.000000	0.000000	0.000000	0.000000	
31.950000	0.000000	-126.143508	-126.140695	-126.104148	0.000000	-0.222653	-0.294404	-0.328922	0.000000	0.000000	0.000000	0.000000	0.000000	-6.893664	-7.458895	-7.531256	0.000000	-11615.830000	-11615.843000	-11615.781000	0.000000	0.000000	0.000000	0.000000	
32.000000	0.000000	-125.916188	-125.915305	-125.881484	0.000000	-0.214993	-0.283860	-0.316974	0.000000	0.000000	0.000000	0.000000	0.000000	-6.700134	-7.242682	-7.312104	0.000000	-11588.033000	-11588.061000	-11588.004000	0.000000	0.000000	0.000000	0.000000	
32.050000	0.000000	-125.679359	-125.680359	-125.649094	0.000000	-0.206049	-0.271740	-0.303315	0.000000	0.000000	0.000000	0.000000	0.000000	-6.453822	-6.971376	-7.037573	0.000000	-11559.507000	-11559.551000	-11559.499000	0.000000	0.000000	0.000000	0.000000	
32.100000	0.000000	-125.430883	-125.434023	-125.405602	0.000000	-0.194372	-0.256233	-0.285961	0.000000	0.000000	0.000000	0.000000	0.000000	-6.099248	-6.586634	-6.648963	0.000000	-11528.809000	-11528.869000	-11528.823000	0.000000	0.000000	0.000000	0.000000	
32.150000	0.000000	-125.175023	-125.180461	-125.154906	0.000000	-0.181062	-0.238656	-0.266333	0.000000	0.000000	0.000000	0.000000	0.000000	-5.684807	-6.138578	-6.196606	0.000000	-11496.872000	-11496.951000	-11496.909000	0.000000	0.000000	0.000000	0.000000	
32.200000	0.000000	-124.906352	-124.913930	-124.890859	0.000000	-0.168243	-0.221954	-0.247773	0.000000	0.000000	0.000000	0.000000	0.000000	-5.262118	-5.685278	-5.739409	0.000000	-11464.443000	-11464.540000	-11464.504000	0.000000	0.000000	0.000000	0.000000	
32.250000	0.000000	-124.639250	-124.648555	-124.627398	0.000000	-0.158085	-0.208617	-0.232911	0.000000	0.000000	0.000000	0.000000	0.000000	-4.937633	-5.335747	-5.386679	0.000000	-11433.715000	-11433.829000	-11433.796000	0.000000	0.000000	0.000000	0.000000	
32.300000	0.000000	-124.374086	-124.385148	-124.365781	0.000000	-0.150395	-0.198490	-0.221613	0.000000	0.000000	0.000000	0.000000	0.000000	-4.695221	-5.074135	-5.122612	0.000000	-11403.183000	-11403.314000	-11403.282000	0.000000	0.000000	0.000000	0.000000	
32.350000	0.000000	-124.123953	-124.137500	-124.120469	0.000000	-0.144107	-0.189989	-0.212040	0.000000	0.000000	0.000000	0.000000	0.000000	-4.519994	-4.881488	-4.927719	0.000000	-11371.704000	-11371.857000	-11371.832000	0.000000	0.000000	0.000000	0.000000	
32.400000	0.000000	-123.895969	-123.912391	-123.897758	0.000000	-0.139155	-0.182806	-0.203757	0.000000	0.000000	0.000000	0.000000	0.000000	-4.432218	-4.776180	-4.820113	0.000000	-11341.276000	-11341.453000	-11341.431000	0.000000	0.000000	0.000000	0.000000	
32.450000	0.000000	-123.678555	-123.697430	-123.684578	0.000000	-0.136503	-0.178362	-0.198414	0.000000	0.000000	0.000000	0.000000	0.000000	-4.444440	-4.774368	-4.816422	0.000000	-11313.589000	-11313.790000	-11313.770000	0.000000	0.000000	0.000000	0.000000	
32.500000	0.000000	-123.448484	-123.469063	-123.457375	0.000000	-0.136782	-0.177961	-0.197656	0.000000	0.000000	0.000000	0.000000	0.000000	-4.528829	-4.853466	-4.894778	0.000000	-11287.229000	-11287.446000	-11287.428000	0.000000	0.000000	0.000000	0.000000	
32.550000	0.000000	-123.187195	-123.209141	-123.198313	0.000000	-0.139170	-0.180914	-0.200872	0.000000	0.000000	0.000000	0.000000	0.000000	-4.622975	-4.952074	-4.993939	0.000000	-11259.203000	-11259.432000	-11259.416000	0.000000	0.000000	0.000000	0.000000	
32.600000	0.000000	-122.907195	-122.930937	-122.921156	0.000000	-0.142184	-0.185056	-0.205562	0.000000	0.000000	0.000000	0.000000	0.000000	-4.701244	-5.039216	-5.082231	0.000000	-11228.343000	-11228.590000	-11228.577000	0.000000	0.000000	0.000000	0.000000	
32.650000	0.000000	-122.615898	-122.642445	-122.634094	0.000000	-0.145290	-0.189582	-0.210788	0.000000	0.000000	0.000000	0.000000	0.000000	-4.756457	-5.105582	-5.150061	0.000000	-11193.919000	-11194.192000	-11194.181000	0.000000	0.000000	0.000000	0.000000	
32.700000	0.000000	-122.314820	-122.345164	-122.338414	0.000000	-0.149817	-0.196205	-0.218446	0.000000	0.000000	0.000000	0.000000	0.000000	-4.833255	-5.198843	-5.245484	0.000000	-11156.570000	-11156.878000	-11156.871000	0.000000	0.000000	0.000000	0.000000	
32.750000	0.000000	-121.990117	-122.025203	-122.020055	0.000000	-0.156216	-0.205839	-0.229683	0.000000	0.000000	0.000000	0.000000	0.000000	-4.911709	-5.302685	-5.352676	0.000000	-11115.443000	-11115.799000	-11115.794000	0.000000	0.000000	0.000000	0.000000	
32.800000	0.000000	-121.640680	-121.681938	-121.678352	0.000000	-0.163130	-0.216766	-0.242613	0.000000	0.000000	0.000000	0.000000	0.000000	-4.936833	-5.359278	-5.413451	0.000000	-11070.003000	-11070.413000	-11070.409000	0.000000	0.000000	0.000000	0.000000	
32.850000	0.000000	-121.287125	-121.337547	-121.335508	0.000000	-0.168534	-0.226007	-0.253782	0.000000	0.000000	0.000000	0.000000	0.000000	-4.873226	-5.325720	-5.383920	0.000000	-11019.880000	-11020.375000	-11020.375000	0.000000	0.000000	0.000000	0.000000	
32.900000	0.000000	-120.942797	-121.006898	-121.006313	0.000000	-0.172502	-0.233513	-0.263081	0.000000	0.000000	0.000000	0.000000	0.000000	-4.736822	-5.217012	-5.278948	0.000000	-10965.213000	-10965.834000	-10965.835000	0.000000	0.000000	0.000000	0.000000	
32.950000	0.000000	-120.608000	-120.689922	-120.690758	0.000000	-0.177545	-0.242642	-0.274272	0.000000	0.000000	0.000000	0.000000	0.000000	-4.600824	-5.113003	-5.179242	0.000000	-10908.207000	-10908.984000	-10908.987000	0.000000	0.000000	0.000000	0.000000	
33.000000	0.000000	-120.260680	-120.362578	-120.365188	0.000000	-0.184873	-0.255461	-0.289853	0.000000	0.000000	0.000000	0.000000	0.000000	-4.444707	-4.999886	-5.071889	0.000000	-10850.268000	-10851.217000	-10851.225000	0.000000	0.000000	0.000000	0.000000	
33.050000	0.000000	-119.893367	-120.014984	-120.019891	0.000000	-0.193135	-0.270088	-0.307684	0.000000	0.000000	0.000000	0.000000	0.000000	-4.233542	-4.838577	-4.917264	0.000000	-10793.340000	-10794.459000	-10794.473000	0.000000	0.000000	0.000000	0.000000	
33.100000	0.000000	-119.518570	-119.659602	-119.667383	0.000000	-0.200417	-0.283550	-0.324264	0.000000	0.000000	0.000000	0.000000	0.000000	-3.962426	-4.615854	-4.701046	0.000000	-10737.836000	-10739.121000	-10739.144000	0.000000	0.000000	0.000000	0.000000	
